id_season,player_id,season_name,country,championship_name,player_code,player_href,attacking_overall__apps,attacking_overall__mins,attacking_overall__goals,attacking_overall__xg,attacking_overall__goals_vs_xg,attacking_overall__shots,attacking_overall__sot,attacking_overall__conv_pct,attacking_overall__xg_per_shot,attacking_non_penalty__goals,attacking_non_penalty__xg,attacking_non_penalty__goals_vs_xg,attacking_non_penalty__shots,attacking_non_penalty__sot,attacking_non_penalty__conv_pct,attacking_non_penalty__xg_per_shot,passing_overall__open_play_passes__total,passing_overall__open_play_passes__successful,passing_overall__open_play_passes__pct,passing_overall__in_final_third__total,passing_overall__in_final_third__successful,passing_overall__in_final_third__pct,passing_overall__crosses__total,passing_overall__crosses__successful,passing_overall__crosses__pct,passing_overall__through_balls,passing_chance creation__assists__total,passing_chance creation__assists__op,passing_chance creation__chances_created__total,passing_chance creation__chances_created__op,passing_chance creation__xa__total,passing_chance creation__xa__op,defending_overall__tackles,defending_overall__interceptions,defending_overall__pos_won,defending_overall__blocks,defending_overall__clearances,defending_overall__ground_duels__total,defending_overall__ground_duels__won,defending_overall__ground_duels__pct,defending_overall__aerial_duels__total,defending_overall__aerial_duels__won,defending_overall__aerial_duels__pct,defending_discipline__yellows,defending_discipline__reds,defending_discipline__fouls,defending_discipline__pens,carrying__all_carries__total,carrying__all_carries__distance_(m),carrying__all_carries__avg_(m),carrying__progressive__total,carrying__progressive__distance_(m),carrying__progressive__avg_(m),carrying__ended_with__shot,carrying__ended_with__goal,carrying__ended_with__chance,carrying__ended_with__assist,dob,age,current_club,affiliation,position,goalkeeping__apps,goalkeeping__mins,goalkeeping__goals_conceded,goalkeeping__saves_made,goalkeeping__save_pct,goalkeeping__xgot_conceded,goalkeeping__goals_prevented,goalkeeping__gp_rate
1,193539,2025/26,France,Ligue 1,valentin rongier,/football/player/sc-193539/valentin-rongier,28.0,2475.0,0.07,0.04,0.04,0.76,0.36,9.52,0.05,0.07,0.04,0.04,0.76,0.36,9.52,0.05,67.31,60.07,89.3,21.27,17.64,82.9,0.62,0.07,11.8,0.44,0.18,0.18,1.45,1.2,0.14,0.14,2.4,1.35,5.49,0.33,1.96,7.31,3.89,53.2,1.67,0.91,54.3,0.22,0.0,1.6,0.0,13.45,127.0,9.4,6.73,60.1,0.3,0.29,0.04,0.15,0.04,"December 07, 1994",31.0,Rennes,France,Midfielder,,,,,,,,
1,544099,2025/26,France,Ligue 1,bamo meite,/football/player/sc-544099/bamo-meite,24.0,1962.0,0.0,0.03,-0.03,0.37,0.05,0.0,0.09,0.0,0.03,-0.03,0.37,0.05,0.0,0.09,39.17,33.17,84.7,7.43,5.46,73.5,0.55,0.09,16.7,0.0,0.14,0.09,0.32,0.18,0.02,0.02,1.28,0.6,2.94,0.6,5.23,5.09,2.71,53.2,5.0,2.98,59.6,0.23,0.0,1.38,0.09,8.99,90.3,10.0,4.63,44.2,0.4,0.0,0.0,0.05,0.0,"December 03, 2001",24.0,Lorient,Côte d'Ivoire,Defender,,,,,,,,
1,580671,2025/26,France,Ligue 1,terry yegbe,/football/player/sc-580671/terry-yegbe,21.0,1696.0,0.0,0.03,-0.03,0.21,0.05,0.0,0.16,0.0,0.03,-0.03,0.21,0.05,0.0,0.16,53.12,46.54,87.6,4.3,2.44,56.8,0.27,0.05,20.0,0.11,0.05,0.05,0.16,0.11,0.01,0.01,0.8,1.11,2.55,0.85,6.0,2.55,1.22,47.9,1.54,0.9,58.6,0.16,0.0,0.9,0.05,11.73,112.4,9.6,5.78,48.8,0.4,0.0,0.0,0.11,0.05,"January 25, 2001",25.0,Metz,Ghana,Defender,,,,,,,,
1,177020,2025/26,France,Ligue 1,igor silva,/football/player/sc-177020/igor-silva,16.0,1211.0,0.07,0.03,0.04,0.59,0.07,12.5,0.06,0.07,0.03,0.04,0.59,0.07,12.5,0.06,44.44,38.72,87.1,9.14,6.61,72.4,1.26,0.22,17.6,0.0,0.0,0.0,0.59,0.37,0.06,0.05,1.56,0.97,3.49,0.52,3.27,4.91,3.12,63.6,1.93,1.04,53.8,0.07,0.0,0.67,0.0,10.7,111.3,10.4,5.87,56.8,0.7,0.07,0.0,0.0,0.0,,,,,,,,,,,,,
1,184943,2025/26,France,Ligue 1,ulisses garcia,/football/player/sc-184943/ulisses-garcia,4.0,211.0,0.0,0.03,-0.03,0.85,0.43,0.0,0.04,0.0,0.03,-0.03,0.85,0.43,0.0,0.04,35.83,32.84,91.7,8.53,5.97,70.0,0.43,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.01,0.01,1.28,0.0,0.43,0.85,2.56,5.55,2.56,46.2,1.71,0.43,25.0,0.43,0.43,1.71,0.0,10.24,103.2,10.1,4.27,22.6,2.3,0.0,0.0,0.0,0.0,"January 11, 1996",30.0,Sassuolo,Switzerland,Defender,,,,,,,,
1,632880,2025/26,France,Ligue 1,juma bah,/football/player/sc-632880/juma-bah,24.0,1774.0,0.0,0.03,-0.03,0.3,0.05,0.0,0.11,0.0,0.03,-0.03,0.3,0.05,0.0,0.11,54.03,49.57,91.7,4.41,2.94,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.05,0.05,1.57,1.37,4.92,1.22,6.54,4.46,2.33,52.3,4.21,2.38,56.6,0.3,0.0,1.32,0.05,12.63,119.7,9.5,6.29,52.0,0.4,0.0,0.0,0.0,0.0,"April 11, 2006",19.0,Nice,Sierra Leone,Defender,,,,,,,,
1,493900,2025/26,France,Ligue 1,darlin yongwa,/football/player/sc-493900/darlin-yongwa,22.0,1295.0,0.0,0.03,-0.03,0.69,0.14,0.0,0.05,0.0,0.03,-0.03,0.69,0.14,0.0,0.05,44.2,36.49,82.5,11.12,7.64,68.8,2.36,0.63,26.5,0.21,0.07,0.07,1.11,0.9,0.11,0.09,2.22,0.76,4.38,0.07,2.22,8.76,4.66,53.2,3.06,1.25,40.9,0.21,0.07,0.97,0.07,14.11,152.5,10.8,9.38,105.8,0.8,0.21,0.0,0.21,0.0,,,,,,,,,,,,,
1,447547,2025/26,France,Ligue 1,lilian brassier,/football/player/sc-447547/lilian-brassier,26.0,2162.0,0.0,0.03,-0.03,0.42,0.08,0.0,0.08,0.0,0.03,-0.03,0.42,0.08,0.0,0.08,64.4,55.45,86.1,12.86,9.32,72.5,1.0,0.25,25.0,0.08,0.04,0.04,0.54,0.5,0.05,0.05,1.21,1.54,5.08,0.96,3.0,4.25,2.33,54.9,2.5,1.54,61.7,0.08,0.0,1.08,0.0,17.19,189.8,11.0,9.91,113.9,0.5,0.04,0.0,0.08,0.0,"November 02, 1999",26.0,Rennes,France,Defender,,,,,,,,
1,174969,2025/26,France,Ligue 1,branco van den boomen,/football/player/sc-174969/branco-van-den-boomen,12.0,976.0,0.0,0.03,-0.03,1.01,0.37,0.0,0.03,0.0,0.03,-0.03,1.01,0.37,0.0,0.03,57.82,52.56,90.9,16.14,14.2,88.0,1.2,0.28,23.1,0.09,0.09,0.09,1.84,0.92,0.15,0.07,1.75,0.55,4.33,0.37,1.2,5.53,2.58,46.7,1.38,0.65,46.7,0.28,0.0,1.38,0.0,14.2,135.2,9.5,7.1,63.4,0.8,0.18,0.0,0.37,0.0,"July 21, 1995",30.0,Angers,Netherlands,Midfielder,,,,,,,,
1,228955,2025/26,France,Ligue 1,rasmus nicolaisen,/football/player/sc-228955/rasmus-nicolaisen,30.0,2388.0,0.04,0.03,0.01,0.57,0.19,6.67,0.06,0.04,0.03,0.01,0.57,0.19,6.67,0.06,43.83,37.84,86.3,5.73,3.32,57.9,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.02,0.02,0.75,1.58,3.28,0.57,5.24,2.83,1.51,53.3,4.07,2.79,68.5,0.15,0.0,1.06,0.04,9.99,86.5,8.7,4.64,37.7,0.3,0.04,0.04,0.0,0.0,"March 16, 1997",29.0,Toulouse,Denmark,Defender,,,,,,,,
1,107258,2025/26,France,Ligue 1,laurent abergel,/football/player/sc-107258/laurent-abergel,25.0,2078.0,0.04,0.03,0.01,0.87,0.22,5.0,0.04,0.04,0.03,0.01,0.87,0.22,5.0,0.04,65.23,57.52,88.2,13.77,10.48,76.1,0.35,0.13,37.5,0.13,0.0,0.0,0.65,0.65,0.04,0.04,1.47,1.08,4.98,0.17,1.69,5.8,2.82,48.5,1.08,0.65,60.0,0.26,0.0,1.0,0.04,13.77,142.4,10.3,7.19,74.0,0.4,0.17,0.0,0.09,0.0,,,,,,,,,,,,,
1,98826,2025/26,France,Ligue 1,thomas delaine,/football/player/sc-98826/thomas-delaine,5.0,200.0,0.0,0.03,-0.03,1.35,0.0,0.0,0.02,0.0,0.03,-0.03,1.35,0.0,0.0,0.02,54.9,40.5,73.8,16.65,8.1,48.6,7.65,1.35,17.6,0.0,0.0,0.0,1.35,0.9,0.15,0.12,0.9,1.35,4.05,0.0,3.15,4.05,2.25,55.6,0.45,0.0,0.0,0.0,0.0,0.9,0.0,16.65,189.1,11.4,10.35,122.2,5.3,0.45,0.0,0.45,0.0,,,,,,,,,,,,,
1,578500,2025/26,France,Ligue 1,christian mawissa,/football/player/sc-578500/christian-mawissa,15.0,927.0,0.0,0.03,-0.03,0.1,0.1,0.0,0.32,0.0,0.03,-0.03,0.1,0.1,0.0,0.32,62.72,56.31,89.8,9.61,7.38,76.8,0.49,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.07,0.07,2.62,1.55,5.15,0.49,4.17,8.16,4.76,58.3,2.91,1.75,60.0,0.19,0.0,0.68,0.1,17.86,190.9,10.7,10.49,106.9,1.0,0.0,0.0,0.1,0.0,"April 18, 2005",20.0,Monaco,France,Defender,,,,,,,,
1,638411,2025/26,France,Ligue 1,dayann methalie,/football/player/sc-638411/dayann-methalie,25.0,1745.0,0.0,0.03,-0.03,0.62,0.26,0.0,0.05,0.0,0.03,-0.03,0.62,0.26,0.0,0.05,21.97,17.23,78.4,6.86,4.69,68.4,2.01,0.46,23.1,0.0,0.05,0.05,0.46,0.41,0.11,0.11,2.48,1.19,3.97,0.15,1.5,10.88,4.23,38.9,1.13,0.52,45.5,0.36,0.0,2.68,0.05,9.13,114.1,12.5,5.72,72.3,0.7,0.31,0.0,0.15,0.05,"February 15, 2006",20.0,Toulouse,France,Defender,,,,,,,,
1,73955,2025/26,France,Ligue 1,loic nego,/football/player/sc-73955/loic-nego,28.0,2233.0,0.0,0.03,-0.03,0.64,0.12,0.0,0.05,0.0,0.03,-0.03,0.64,0.12,0.0,0.05,38.77,30.15,77.8,10.76,6.37,59.2,3.06,0.77,25.0,0.04,0.0,0.0,0.56,0.56,0.06,0.06,1.93,1.29,4.68,0.28,3.35,5.44,3.14,57.8,1.21,0.73,60.0,0.12,0.0,0.73,0.04,9.39,101.8,10.8,5.88,62.0,0.4,0.12,0.0,0.24,0.0,"January 15, 1991",35.0,Le Havre,Hungary,Defender,,,,,,,,
1,694358,2025/26,France,Ligue 1,rudy matondo,/football/player/sc-694358/rudy-matondo,24.0,1109.0,0.0,0.03,-0.03,0.73,0.16,0.0,0.04,0.0,0.03,-0.03,0.73,0.16,0.0,0.04,34.49,29.86,86.6,6.9,5.28,76.5,0.81,0.24,30.0,0.0,0.0,0.0,0.32,0.24,0.02,0.02,1.7,0.73,4.22,0.24,1.46,7.95,3.73,46.9,1.54,0.57,36.8,0.32,0.08,1.87,0.0,8.52,84.3,9.9,2.35,15.4,0.5,0.16,0.0,0.08,0.0,"March 13, 2008",18.0,Paris FC,France,Midfielder,,,,,,,,
1,448093,2025/26,France,Ligue 1,otavio,/football/player/sc-448093/otavio,22.0,1820.0,0.05,0.03,0.02,0.59,0.15,8.33,0.05,0.05,0.03,0.02,0.59,0.15,8.33,0.05,66.26,58.45,88.2,7.42,4.7,63.3,0.25,0.1,40.0,0.0,0.0,0.0,0.15,0.15,0.01,0.01,2.08,1.34,3.66,0.79,6.43,6.18,3.91,63.2,2.23,1.09,48.9,0.3,0.05,1.14,0.1,17.21,172.0,10.0,10.04,98.3,0.5,0.2,0.0,0.0,0.0,"April 21, 2002",23.0,Paris FC,Brazil,Defender,,,,,,,,
1,511600,2025/26,France,Ligue 1,yassine benhattab,/football/player/sc-511600/yassine-benhattab,10.0,477.0,0.0,0.03,-0.03,0.75,0.19,0.0,0.04,0.0,0.03,-0.03,0.75,0.19,0.0,0.04,26.6,19.25,72.3,9.43,5.66,60.0,3.58,0.57,15.8,0.19,0.0,0.0,1.13,1.13,0.15,0.13,1.89,0.0,5.28,0.0,0.57,6.98,3.96,56.8,0.94,0.19,20.0,0.0,0.0,0.57,0.0,13.96,197.3,14.1,7.74,89.2,2.2,0.38,0.0,0.75,0.0,,,,,,,,,,,,,
1,550245,2025/26,France,Ligue 1,rafael luis,/football/player/sc-550245/rafael-luis,10.0,450.0,0.0,0.03,-0.03,0.8,0.6,0.0,0.04,0.0,0.03,-0.03,0.8,0.6,0.0,0.04,60.4,53.6,88.7,11.0,7.4,67.3,0.4,0.0,0.0,0.4,0.2,0.2,1.0,0.8,0.14,0.14,3.0,0.6,3.0,0.0,1.2,7.6,3.6,47.4,0.2,0.2,100.0,0.0,0.0,1.4,0.0,14.2,127.8,9.0,4.8,53.6,2.2,0.6,0.0,0.0,0.0,"February 18, 2005",21.0,Strasbourg,Portugal,Midfielder,,,,,,,,
1,162316,2025/26,France,Ligue 1,brendan chardonnet,/football/player/sc-162316/brendan-chardonnet,27.0,2367.0,0.04,0.03,0.01,0.42,0.23,9.09,0.06,0.04,0.03,0.01,0.42,0.23,9.09,0.06,43.57,36.31,83.3,7.0,3.0,42.9,0.27,0.11,42.9,0.11,0.11,0.11,0.42,0.3,0.05,0.05,1.25,1.18,2.62,1.52,6.62,3.16,1.86,59.0,5.02,2.93,58.3,0.15,0.0,0.99,0.0,8.94,100.1,11.2,5.55,64.0,0.4,0.0,0.0,0.15,0.04,"December 22, 1994",31.0,Brest,France,Defender,,,,,,,,
1,501735,2025/26,France,Ligue 1,ruben kluivert,/football/player/sc-501735/ruben-kluivert,14.0,717.0,0.13,0.03,0.1,0.13,0.13,100.0,0.21,0.13,0.03,0.1,0.13,0.13,100.0,0.21,48.7,41.42,85.0,4.64,2.64,56.8,0.13,0.0,0.0,0.13,0.25,0.13,0.25,0.0,0.06,0.06,1.88,1.13,5.02,0.5,5.65,4.64,2.64,56.8,3.51,2.13,60.7,0.5,0.0,1.26,0.0,8.41,97.5,11.6,4.9,59.5,1.5,0.0,0.0,0.13,0.13,"May 21, 2001",24.0,Lyon,Netherlands,Defender,,,,,,,,
1,224868,2025/26,France,Ligue 1,facundo medina,/football/player/sc-224868/facundo-medina,14.0,1096.0,0.0,0.02,-0.02,0.33,0.08,0.0,0.07,0.0,0.02,-0.02,0.33,0.08,0.0,0.07,71.93,65.94,91.7,14.86,12.07,81.2,1.15,0.08,7.1,0.0,0.08,0.08,0.33,0.25,0.05,0.05,1.15,1.31,4.84,0.49,2.46,4.35,2.14,49.1,1.15,0.66,57.1,0.49,0.0,1.56,0.0,15.6,152.2,9.8,8.79,77.4,0.7,0.08,0.0,0.08,0.0,"May 28, 1999",26.0,Marseille,Argentina,Defender,,,,,,,,
1,578612,2025/26,France,Ligue 1,arthur vermeeren,/football/player/sc-578612/arthur-vermeeren,17.0,716.0,0.0,0.02,-0.02,0.38,0.13,0.0,0.06,0.0,0.02,-0.02,0.38,0.13,0.0,0.06,68.76,60.96,88.7,18.6,15.46,83.1,0.38,0.0,0.0,0.13,0.13,0.13,1.26,1.13,0.05,0.05,2.77,1.26,6.79,0.13,1.01,7.79,3.52,45.2,1.01,0.5,50.0,0.13,0.13,1.63,0.0,11.44,105.3,9.2,4.02,25.3,0.8,0.0,0.0,0.13,0.0,"February 07, 2005",21.0,Marseille,Belgium,Midfielder,,,,,,,,
1,80710,2025/26,France,Ligue 1,benjamin stambouli,/football/player/sc-80710/benjamin-stambouli,16.0,796.0,0.0,0.02,-0.02,0.57,0.11,0.0,0.04,0.0,0.02,-0.02,0.57,0.11,0.0,0.04,47.71,38.56,80.8,10.97,6.33,57.7,0.45,0.11,25.0,0.23,0.0,0.0,0.9,0.9,0.09,0.08,2.37,0.9,4.52,0.45,2.6,7.46,4.18,56.1,1.02,0.57,55.6,0.0,0.0,1.47,0.0,9.72,95.0,9.8,4.97,40.8,0.9,0.0,0.0,0.11,0.0,,,,,,,,,,,,,
1,222695,2025/26,France,Ligue 1,jordan teze,/football/player/sc-222695/jordan-teze,30.0,2257.0,0.04,0.02,0.02,0.52,0.16,7.69,0.05,0.04,0.02,0.02,0.52,0.16,7.69,0.05,49.33,41.19,83.5,14.87,10.61,71.3,1.12,0.16,14.3,0.48,0.08,0.08,1.32,0.84,0.2,0.14,2.35,1.08,4.98,0.32,2.19,6.38,3.39,53.1,1.91,1.08,56.3,0.32,0.0,1.16,0.0,7.5,77.9,10.4,3.99,34.3,0.3,0.08,0.0,0.28,0.04,"September 30, 1999",26.0,Monaco,Netherlands,Defender,,,,,,,,
1,493357,2025/26,France,Ligue 1,soumaila coulibaly,/football/player/sc-493357/soumaila-coulibaly,16.0,1339.0,0.0,0.02,-0.02,0.4,0.13,0.0,0.06,0.0,0.02,-0.02,0.4,0.13,0.0,0.06,50.07,45.17,90.2,5.04,3.23,64.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.01,0.01,0.94,0.94,4.91,0.6,5.04,3.97,2.42,61.0,2.69,1.81,67.5,0.2,0.0,1.75,0.0,12.43,118.8,9.6,7.12,69.4,0.7,0.0,0.0,0.0,0.0,"October 14, 2003",22.0,Brest,France,Defender,,,,,,,,
1,225897,2025/26,France,Ligue 1,fode ballo toure,/football/player/sc-225897/fode-ballo-toure,13.0,843.0,0.0,0.02,-0.02,0.53,0.11,0.0,0.04,0.0,0.02,-0.02,0.53,0.11,0.0,0.04,36.62,33.1,90.4,5.87,4.8,81.8,1.71,0.32,18.8,0.0,0.0,0.0,0.43,0.43,0.11,0.11,2.24,0.53,3.2,0.0,2.03,9.29,5.55,59.8,1.07,0.53,50.0,0.21,0.0,1.39,0.11,10.14,130.0,12.8,5.87,77.7,1.4,0.21,0.0,0.0,0.0,"January 03, 1997",29.0,Metz,Senegal,Defender,,,,,,,,
1,222874,2025/26,France,Ligue 1,chidozie awaziem,/football/player/sc-222874/chidozie-awaziem,24.0,2052.0,0.04,0.02,0.02,0.39,0.18,11.11,0.06,0.04,0.02,0.02,0.39,0.18,11.11,0.06,57.32,48.6,84.8,8.6,4.39,51.0,0.09,0.0,0.0,0.18,0.09,0.04,0.44,0.35,0.06,0.05,1.01,0.83,3.86,0.75,7.5,3.68,1.97,53.6,2.68,1.8,67.2,0.31,0.0,0.96,0.0,11.71,119.3,10.2,6.75,69.4,0.5,0.0,0.0,0.18,0.0,"January 01, 1997",29.0,Nantes,Nigeria,Defender,,,,,,,,
1,86132,2025/26,France,Ligue 1,maxime colin,/football/player/sc-86132/maxime-colin,21.0,1602.0,0.0,0.02,-0.02,0.39,0.11,0.0,0.06,0.0,0.02,-0.02,0.39,0.11,0.0,0.06,49.27,43.99,89.3,7.98,6.18,77.5,0.62,0.22,36.4,0.0,0.0,0.0,0.28,0.28,0.02,0.02,2.13,1.35,3.6,0.56,2.3,4.94,2.87,58.0,1.07,0.56,52.6,0.06,0.0,0.56,0.0,11.29,118.4,10.5,5.73,47.4,0.5,0.06,0.0,0.06,0.0,,,,,,,,,,,,,
1,109533,2025/26,France,Ligue 1,emerson,/football/player/sc-109533/emerson,25.0,1841.0,0.0,0.02,-0.02,0.64,0.1,0.0,0.03,0.0,0.02,-0.02,0.64,0.1,0.0,0.03,55.83,49.86,89.3,17.26,14.23,82.4,2.25,0.29,13.0,0.15,0.15,0.15,1.86,0.93,0.24,0.16,1.76,1.52,3.47,0.39,2.15,4.94,2.74,55.4,1.56,0.88,56.3,0.15,0.0,0.78,0.05,14.18,171.8,12.1,8.41,90.5,0.5,0.15,0.0,0.39,0.15,"August 03, 1994",31.0,Marseille,Italy,Defender,,,,,,,,
1,487441,2025/26,France,Ligue 1,abu francis,/football/player/sc-487441/abu-francis,8.0,532.0,0.0,0.02,-0.02,1.02,0.0,0.0,0.02,0.0,0.02,-0.02,1.02,0.0,0.0,0.02,40.26,33.33,82.8,7.27,4.91,67.4,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.03,0.03,3.21,1.35,5.58,0.51,1.69,6.77,4.4,65.0,1.52,1.18,77.8,0.34,0.0,0.85,0.0,5.24,45.0,8.6,1.69,11.0,1.1,0.0,0.0,0.0,0.0,"April 27, 2001",24.0,Toulouse,Ghana,Midfielder,,,,,,,,
1,476404,2025/26,France,Ligue 1,moustapha mbow,/football/player/sc-476404/moustapha-mbow,29.0,2536.0,0.0,0.02,-0.02,0.32,0.11,0.0,0.07,0.0,0.02,-0.02,0.32,0.11,0.0,0.07,52.99,48.58,91.7,4.68,3.55,75.8,0.07,0.07,100.0,0.04,0.04,0.0,0.14,0.11,0.02,0.02,1.81,1.24,4.19,0.96,5.22,4.05,2.56,63.2,3.19,2.09,65.6,0.14,0.0,0.85,0.11,12.21,121.2,9.9,6.64,65.7,0.4,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
1,56864,2025/26,France,Ligue 1,francis coquelin,/football/player/sc-56864/francis-coquelin,15.0,634.0,0.0,0.02,-0.02,0.85,0.14,0.0,0.02,0.0,0.02,-0.02,0.85,0.14,0.0,0.02,40.17,35.35,88.0,6.39,4.97,77.8,0.0,0.0,0.0,0.0,0.14,0.14,0.43,0.28,0.03,0.02,2.41,0.71,3.69,0.57,1.56,8.09,4.12,50.9,2.7,1.56,57.9,0.28,0.0,2.13,0.0,5.96,49.5,8.3,1.85,12.2,0.9,0.0,0.0,0.14,0.0,"May 13, 1991",34.0,Nantes,France,Midfielder,,,,,,,,
1,477580,2025/26,France,Ligue 1,illia zabarnyi,/football/player/sc-477580/illia-zabarnyi,25.0,2117.0,0.04,0.02,0.02,0.17,0.13,25.0,0.13,0.04,0.02,0.02,0.17,0.13,25.0,0.13,83.24,78.44,94.2,10.8,9.74,90.2,0.04,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.02,0.02,1.15,0.68,4.34,0.34,3.36,2.47,1.45,58.6,2.42,1.36,56.1,0.21,0.0,0.72,0.04,18.88,179.7,9.5,10.08,94.5,0.4,0.0,0.0,0.0,0.0,"September 01, 2002",23.0,Paris SG,Ukraine,Defender,,,,,,,,
1,511975,2025/26,France,Ligue 1,ismael doukoure,/football/player/sc-511975/ismael-doukoure,22.0,1825.0,0.0,0.02,-0.02,0.35,0.15,0.0,0.06,0.0,0.02,-0.02,0.35,0.15,0.0,0.06,63.96,58.49,91.4,5.72,3.99,69.8,0.15,0.05,33.3,0.35,0.05,0.0,0.25,0.2,0.02,0.02,0.89,1.04,4.14,0.49,2.61,3.5,2.07,59.2,2.27,1.33,58.7,0.15,0.1,0.84,0.0,15.58,165.2,10.6,8.09,90.9,0.6,0.1,0.0,0.0,0.0,"July 24, 2003",22.0,Strasbourg,France,Defender,,,,,,,,
1,530635,2025/26,France,Ligue 1,tuomas ollila,/football/player/sc-530635/tuomas-ollila,9.0,299.0,0.0,0.02,-0.02,0.9,0.0,0.0,0.02,0.0,0.02,-0.02,0.9,0.0,0.0,0.02,37.32,27.09,72.6,8.73,4.52,51.7,2.71,0.9,33.3,0.0,0.0,0.0,0.3,0.3,0.24,0.24,0.6,0.3,3.31,0.0,3.01,5.42,3.31,61.1,3.61,2.11,58.3,0.0,0.0,0.9,0.0,8.73,108.5,12.4,6.32,70.0,3.3,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
1,422480,2025/26,France,Ligue 1,montassar talbi,/football/player/sc-422480/montassar-talbi,26.0,2340.0,0.0,0.02,-0.02,0.42,0.08,0.0,0.05,0.0,0.02,-0.02,0.42,0.08,0.0,0.05,50.58,44.85,88.7,6.23,4.12,66.0,0.19,0.0,0.0,0.08,0.04,0.04,0.27,0.23,0.02,0.02,0.77,0.88,3.04,0.69,6.46,2.31,1.31,56.7,4.54,2.81,61.9,0.12,0.0,0.23,0.0,15.88,171.0,10.8,9.27,90.8,0.4,0.04,0.0,0.04,0.0,,,,,,,,,,,,,
1,651819,2025/26,France,Ligue 1,arsene kouassi,/football/player/sc-651819/arsene-kouassi,28.0,2342.0,0.08,0.02,0.06,0.27,0.15,28.57,0.08,0.08,0.02,0.06,0.27,0.15,28.57,0.08,29.44,25.44,86.4,8.72,6.92,79.3,3.0,0.38,12.8,0.0,0.19,0.15,1.11,0.73,0.12,0.09,0.88,0.81,4.04,0.12,1.84,6.49,4.07,62.7,1.04,0.31,29.6,0.15,0.0,0.5,0.0,11.8,139.4,11.8,7.8,90.1,0.4,0.08,0.0,0.27,0.04,"September 11, 2004",21.0,Lorient,Burkina Faso,Defender,,,,,,,,
1,26894,2025/26,France,Ligue 1,dante,/football/player/sc-26894/dante,11.0,762.0,0.0,0.02,-0.02,0.59,0.12,0.0,0.03,0.0,0.02,-0.02,0.59,0.12,0.0,0.03,47.72,42.99,90.1,5.67,3.31,58.3,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.01,0.01,0.83,1.06,4.13,0.47,4.02,3.07,1.42,46.2,2.24,1.54,68.4,0.12,0.0,0.94,0.12,10.63,101.5,9.5,4.61,39.8,1.0,0.0,0.0,0.0,0.0,"October 18, 1983",42.0,Nice,Brazil,Defender,,,,,,,,
1,226451,2025/26,France,Ligue 1,ibrahima sissoko,/football/player/sc-226451/ibrahima-sissoko,11.0,635.0,0.0,0.02,-0.02,0.57,0.0,0.0,0.03,0.0,0.02,-0.02,0.57,0.0,0.0,0.03,37.56,30.05,80.0,8.93,6.09,68.3,0.85,0.14,16.7,0.14,0.0,0.0,0.43,0.43,0.05,0.05,1.56,1.42,6.38,0.71,1.7,8.65,3.4,39.3,3.12,1.98,63.6,0.57,0.0,3.12,0.0,9.92,98.9,10.0,5.53,60.0,1.5,0.0,0.0,0.28,0.0,"October 27, 1997",28.0,Nantes,Mali,Midfielder,,,,,,,,
1,105717,2025/26,France,Ligue 1,arthur masuaku,/football/player/sc-105717/arthur-masuaku,3.0,139.0,0.0,0.02,-0.02,0.65,0.65,0.0,0.03,0.0,0.02,-0.02,0.65,0.65,0.0,0.03,84.17,73.81,87.7,37.55,31.73,84.5,2.59,0.0,0.0,0.0,0.0,0.0,1.29,1.29,0.07,0.07,2.59,0.65,9.06,0.0,0.65,5.83,3.88,66.7,3.88,0.0,0.0,0.65,0.0,1.29,0.0,18.13,196.8,10.9,10.36,144.7,9.0,0.0,0.0,0.0,0.0,"November 07, 1993",32.0,Lens,Congo DR,Defender,,,,,,,,
1,243741,2025/26,France,Ligue 1,hugo magnetti,/football/player/sc-243741/hugo-magnetti,29.0,2436.0,0.04,0.02,0.02,0.67,0.11,5.56,0.03,0.04,0.02,0.02,0.67,0.11,5.56,0.03,37.32,31.03,83.2,9.83,6.8,69.2,0.78,0.18,23.8,0.15,0.04,0.0,0.55,0.52,0.06,0.06,2.33,1.44,5.43,0.11,2.0,6.58,3.95,60.1,0.81,0.41,50.0,0.18,0.0,1.07,0.0,8.72,90.0,10.3,4.29,41.7,0.4,0.0,0.0,0.07,0.0,"May 30, 1998",27.0,Brest,France,Midfielder,,,,,,,,
